timestamp, cpu_usage, memory_usage
1745468516.3874688, 42.6, 172.5234375
1745468516.3884604, 42.6, 172.5234375
1745468516.3889594, 49.9, 172.5234375
1745468516.3924284, 49.9, 172.5234375
1745468516.4018533, 43.0, 172.5234375
1745468516.4043334, 43.0, 172.5234375
1745468516.4223418, 16.6, 172.5234375
1745468516.42383, 16.6, 172.5234375
1745468516.4248226, 16.6, 172.5234375
1745468516.425319, 16.6, 172.5234375
1745468516.425815, 16.6, 172.5234375
1745468516.4277902, 16.6, 172.5234375
1745468516.4292781, 14.2, 172.5234375
1745468516.43027, 14.2, 172.5234375
1745468516.4370108, 16.6, 172.5234375
1745468516.439491, 16.6, 172.5234375
1745468516.4409833, 16.6, 172.5234375
1745468516.4414752, 16.6, 172.5234375
1745468516.4424667, 16.6, 172.5234375
1745468516.443955, 16.6, 172.5234375
1745468516.4449508, 14.3, 172.5234375
1745468516.4633617, 14.3, 172.5234375
1745468516.4643254, 14.3, 172.5234375
1745468516.4653215, 14.3, 172.5234375
1745468516.4714873, 16.6, 172.5234375
1745468516.4724796, 16.6, 172.5234375
1745468516.483344, 0.0, 172.5234375
1745468516.498601, 0.0, 172.5234375
1745468516.4990988, 0.0, 172.5234375
1745468516.5000906, 0.0, 172.5234375
1745468516.5035918, 0.0, 172.5234375
1745468516.5123484, 0.0, 172.5234375
1745468516.5148137, 0.0, 172.5234375
1745468516.53324, 0.0, 172.5234375
1745468516.5347283, 0.0, 172.5234375
1745468516.5352256, 0.0, 172.5234375
1745468516.5362163, 0.0, 172.5234375
1745468516.536712, 0.0, 172.5234375
1745468516.5385368, 0.0, 172.5234375
1745468516.5400445, 0.0, 172.5234375
1745468516.5410419, 0.0, 172.5234375
1745468516.5475194, 0.0, 172.5234375
1745468516.5499954, 0.0, 172.5234375
1745468516.5514874, 0.0, 172.5234375
1745468516.5519803, 0.0, 172.5234375
1745468516.5529716, 0.0, 172.5234375
1745468516.5544634, 0.0, 172.5234375
1745468516.5559478, 0.0, 172.5234375
1745468516.5743253, 0.0, 172.5234375
1745468516.5748193, 0.0, 172.5234375
1745468516.5758097, 0.0, 172.5234375
1745468516.5824215, 0.0, 172.5234375
1745468516.5829196, 0.0, 172.5234375
1745468516.5946517, 0.0, 172.5234375
1745468516.609504, 0.0, 172.5234375
1745468516.6100013, 0.0, 172.5234375
1745468516.6109922, 0.0, 172.5234375
1745468516.614464, 0.0, 172.5234375
1745468516.6232417, 0.0, 172.5234375
1745468516.625722, 0.0, 172.5234375
1745468516.644167, 0.0, 172.5234375
1745468516.6456504, 0.0, 172.5234375
1745468516.6461468, 0.0, 172.5234375
1745468516.6466455, 0.0, 172.5234375
1745468516.6471395, 0.0, 172.5234375
1745468516.6491227, 0.0, 172.5234375
1745468516.6506112, 0.0, 172.5234375
1745468516.651607, 0.0, 172.5234375
1745468516.6584249, 0.0, 172.5234375
1745468516.6604586, 0.0, 172.5234375
1745468516.6623805, 0.0, 172.5234375
1745468516.662873, 0.0, 172.5234375
1745468516.663862, 0.0, 172.5234375
1745468516.6648583, 0.0, 172.5234375
1745468516.6666038, 0.0, 172.5234375
1745468516.6848176, 0.0, 172.5234375
1745468516.6853106, 0.0, 172.5234375
1745468516.6863017, 0.0, 172.5234375
1745468516.6935852, 0.0, 172.5234375
1745468516.694098, 0.0, 172.5234375
1745468516.705152, 0.0, 172.5234375
1745468516.7204351, 0.0, 172.5234375
1745468516.7209349, 0.0, 172.5234375
1745468516.7214305, 0.0, 172.5234375
1745468516.725396, 0.0, 172.5234375
1745468516.7343214, 0.0, 172.5234375
1745468516.7363017, 0.0, 172.5234375
1745468516.7551236, 0.0, 172.5234375
1745468516.756116, 0.0, 172.5234375
1745468516.7571077, 0.0, 172.5234375
1745468516.757605, 0.0, 172.5234375
1745468516.757605, 0.0, 172.5234375
1745468516.7595878, 0.0, 172.5234375
1745468516.7610636, 0.0, 172.5234375
1745468516.7620575, 0.0, 172.5234375
1745468516.7693307, 0.0, 172.5234375
1745468516.7712274, 0.0, 172.5234375
1745468516.7736204, 0.0, 172.5234375
1745468516.7741165, 0.0, 172.5234375
1745468516.7746139, 0.0, 172.5234375
1745468516.775605, 0.0, 172.5234375
1745468516.7775927, 0.0, 172.5234375
1745468516.795765, 0.0, 172.5234375
1745468516.7962608, 0.0, 172.5234375
1745468516.7967572, 0.0, 172.5234375
1745468516.804321, 0.0, 172.5234375
1745468516.8048162, 0.0, 172.5234375
1745468516.8162003, 0.0, 172.5234375
1745468516.8312616, 0.0, 172.5234375
1745468516.8317604, 0.0, 172.5234375
1745468516.832254, 0.0, 172.5234375
1745468516.83627, 0.0, 172.5234375
1745468516.8448384, 0.0, 172.5234375
1745468516.8470647, 0.0, 172.5234375
1745468516.865796, 0.0, 172.5234375
1745468516.8667884, 0.0, 172.5234375
1745468516.8677804, 0.0, 172.5234375
1745468516.8687725, 0.0, 172.5234375
1745468516.8692846, 0.0, 172.5234375
1745468516.8707564, 0.0, 172.5234375
1745468516.8722446, 0.0, 172.5234375
1745468516.8727407, 0.0, 172.5234375
1745468516.8800066, 0.0, 172.5234375
1745468516.8819947, 0.0, 172.5234375
1745468516.8839793, 14.2, 172.5234375
1745468516.884971, 14.2, 172.5234375
1745468516.8854625, 14.2, 172.5234375
1745468516.8859591, 14.2, 172.5234375
1745468516.8881588, 14.2, 172.5234375
1745468516.906844, 16.8, 172.5234375
1745468516.9078364, 16.8, 172.5234375
1745468516.9083328, 16.8, 172.5234375
1745468516.9148262, 14.3, 172.5234375
1745468516.915855, 14.3, 172.5234375
1745468516.92697, 16.6, 172.5234375
1745468516.9424539, 16.6, 172.5234375
1745468516.9434195, 16.6, 172.5234375
1745468516.9434195, 16.6, 172.5234375
1745468516.946891, 14.3, 172.5234375
1745468516.9560182, 16.8, 172.5234375
1745468516.9575057, 16.8, 172.5234375
1745468516.9762485, 14.2, 172.5234375
1745468516.9772475, 14.2, 172.5234375
1745468516.97873, 14.2, 172.5234375
1745468516.979723, 14.2, 172.5234375
1745468516.980219, 14.2, 172.5234375
1745468516.9817107, 14.2, 172.5234375
1745468516.9830904, 0.0, 172.5234375
1745468516.9835887, 0.0, 172.5234375
1745468516.990907, 0.0, 172.5234375
1745468516.9928865, 0.0, 172.5234375
1745468516.9943802, 0.0, 172.5234375
1745468516.9953663, 0.0, 172.5234375
1745468516.9958653, 0.0, 172.5234375
1745468516.9963603, 0.0, 172.5234375
1745468516.9991806, 0.0, 172.5234375
1745468517.0178592, 0.0, 172.5234375
1745468517.0188503, 0.0, 172.5234375
1745468517.0193477, 0.0, 172.5234375
1745468517.025848, 0.0, 172.5234375
1745468517.0268395, 0.0, 172.5234375
1745468517.0375562, 0.0, 172.5234375
1745468517.053357, 0.0, 172.5234375
1745468517.0538542, 0.0, 172.5234375
1745468517.054845, 14.2, 172.5234375
1745468517.0578213, 14.2, 172.5234375
1745468517.066437, 16.6, 172.5234375
1745468517.0685163, 16.6, 172.5234375
1745468517.0875163, 14.3, 172.5234375
1745468517.088015, 14.3, 172.5234375
1745468517.0895007, 14.3, 172.5234375
1745468517.0904973, 14.3, 172.5234375
1745468517.0914886, 14.3, 172.5234375
1745468517.0924768, 16.6, 172.5234375
1745468517.0939646, 16.6, 172.5234375
1745468517.0939646, 16.6, 172.5234375
1745468517.1016996, 14.2, 172.5234375
1745468517.1036797, 14.2, 172.5234375
1745468517.105172, 14.2, 172.5234375
1745468517.1061614, 14.2, 172.5234375
1745468517.1066563, 14.2, 172.5234375
1745468517.1071541, 14.2, 172.5234375
1745468517.1104052, 16.6, 172.5234375
1745468517.128438, 16.6, 172.5234375
1745468517.1294, 16.6, 172.5234375
1745468517.1298962, 16.6, 172.5234375
1745468517.136662, 14.2, 172.5234375
1745468517.1371582, 14.2, 172.5234375
1745468517.1484542, 14.3, 172.5234375
1745468517.1642027, 0.0, 172.5234375
1745468517.164701, 0.0, 172.5234375
1745468517.165691, 0.0, 172.5234375
1745468517.1686668, 0.0, 172.5234375
1745468517.177777, 0.0, 172.5234375
1745468517.1792655, 0.0, 172.5234375
1745468517.1983056, 0.0, 172.5234375
1745468517.1992931, 0.0, 172.5234375
1745468517.1997898, 0.0, 172.5234375
1745468517.2007856, 0.0, 172.5234375
1745468517.202765, 0.0, 172.5234375
1745468517.202765, 0.0, 172.5234375
1745468517.2047534, 0.0, 172.5234375
1745468517.2057414, 0.0, 172.5234375
1745468517.2126856, 0.0, 172.5234375
1745468517.214669, 0.0, 172.5234375
1745468517.2161617, 0.0, 172.5234375
1745468517.217149, 0.0, 172.5234375
1745468517.217646, 0.0, 172.5234375
1745468517.2181427, 0.0, 172.5234375
1745468517.2208686, 0.0, 172.5234375
1745468517.239225, 0.0, 172.5234375
1745468517.2408195, 0.0, 172.5234375
1745468517.241708, 14.3, 172.5234375
1745468517.247564, 14.3, 172.5234375
1745468517.248057, 16.6, 172.5234375
1745468517.259884, 14.2, 172.5234375
1745468517.2748187, 14.3, 172.5234375
1745468517.275315, 14.3, 172.5234375
1745468517.2768025, 14.3, 172.5234375
1745468517.2797785, 16.8, 172.5234375
1745468517.2888715, 14.3, 172.5234375
1745468517.2903836, 14.3, 172.5234375
1745468517.3096933, 14.2, 172.5234375
1745468517.3101792, 14.2, 172.5234375
1745468517.3106768, 14.2, 172.5234375
1745468517.311671, 16.6, 172.5234375
1745468517.3137398, 16.6, 172.5234375
1745468517.3137398, 16.6, 172.5234375
1745468517.3157194, 16.6, 172.5234375
1745468517.3167114, 16.6, 172.5234375
1745468517.3238776, 14.3, 172.5234375
1745468517.3258579, 14.3, 172.5234375
1745468517.3273458, 16.8, 172.5234375
1745468517.328338, 16.8, 172.5234375
1745468517.3288345, 16.8, 172.5234375
1745468517.3293307, 16.8, 172.5234375
1745468517.3316963, 16.8, 172.5234375
1745468517.3503537, 0.0, 172.5234375
1745468517.3529792, 0.0, 172.5234375
1745468517.3534791, 0.0, 172.5234375
1745468517.3583639, 0.0, 172.5234375
1745468517.3593516, 0.0, 172.5234375
1745468517.3705268, 0.0, 172.5234375
1745468517.3857248, 0.0, 172.5234375
1745468517.386222, 0.0, 172.5234375
1745468517.3877165, 0.0, 172.5234375
1745468517.3908827, 0.0, 172.5234375
1745468517.3998067, 0.0, 172.5234375
1745468517.4012952, 0.0, 172.5234375
1745468517.4203067, 0.0, 172.5234375
1745468517.4208088, 0.0, 172.5234375
1745468517.421326, 0.0, 172.5234375
1745468517.4222953, 0.0, 172.5234375
1745468517.4247744, 0.0, 172.5234375
1745468517.4247744, 0.0, 172.5234375
1745468517.4267595, 0.0, 172.5234375
1745468517.427751, 0.0, 172.5234375
1745468517.434324, 0.0, 172.5234375
1745468517.4361796, 0.0, 172.5234375
1745468517.4381652, 0.0, 172.5234375
1745468517.4391572, 0.0, 172.5234375
1745468517.4396558, 0.0, 172.5234375
1745468517.4401512, 0.0, 172.5234375
1745468517.4426293, 0.0, 172.5234375
1745468517.4613338, 0.0, 172.5234375
1745468517.4636083, 0.0, 172.5234375
1745468517.4641006, 0.0, 172.5234375
1745468517.46934, 0.0, 172.5234375
1745468517.470332, 0.0, 172.5234375
1745468517.4816234, 0.0, 172.5234375
1745468517.4968553, 0.0, 172.5234375
1745468517.4973476, 0.0, 172.5234375
1745468517.4988344, 0.0, 172.5234375
1745468517.5014236, 0.0, 172.5234375
1745468517.510431, 0.0, 172.5234375
1745468517.5119512, 0.0, 172.5234375
1745468517.5306776, 0.0, 172.5234375
1745468517.5316772, 0.0, 172.5234375
1745468517.5321715, 0.0, 172.5234375
1745468517.5326679, 0.0, 172.5234375
1745468517.5356424, 0.0, 172.5234375
1745468517.5356424, 0.0, 172.5234375
1745468517.5376308, 0.0, 172.5234375
1745468517.53862, 0.0, 172.5234375
1745468517.5449715, 0.0, 172.5234375
1745468517.5469556, 0.0, 172.5234375
1745468517.5489364, 0.0, 172.5234375
1745468517.5494318, 0.0, 172.5234375
1745468517.5499291, 0.0, 172.5234375
1745468517.5514195, 0.0, 172.5234375
1745468517.5529802, 0.0, 172.5234375
1745468517.57234, 0.0, 172.5234375
1745468517.574328, 0.0, 172.5234375
1745468517.5748212, 0.0, 172.5234375
1745468517.5799742, 0.0, 172.5234375
1745468517.5809941, 0.0, 172.5234375
1745468517.5925658, 0.0, 172.5234375
1745468517.6080804, 0.0, 172.5234375
1745468517.6085784, 0.0, 172.5234375
1745468517.6095674, 0.0, 172.5234375
1745468517.6120722, 0.0, 172.5234375
1745468517.6208482, 0.0, 172.5234375
1745468517.622581, 0.0, 172.5234375
1745468517.6419444, 0.0, 172.5234375
1745468517.6424153, 0.0, 172.5234375
1745468517.642912, 0.0, 172.5234375
1745468517.6434102, 0.0, 172.5234375
1745468517.6465619, 0.0, 172.5234375
1745468517.6465619, 0.0, 172.5234375
1745468517.6480498, 0.0, 172.5234375
1745468517.6490417, 0.0, 172.5234375
1745468517.6554945, 0.0, 172.5234375
1745468517.6579742, 0.0, 172.5234375
1745468517.6594625, 0.0, 172.5234375
1745468517.6599574, 0.0, 172.5234375
1745468517.6604557, 0.0, 172.5234375
1745468517.6619432, 0.0, 172.5234375
1745468517.6631765, 0.0, 172.5234375
1745468517.6827493, 0.0, 172.5234375
1745468517.6852312, 0.0, 172.5234375
1745468517.6857276, 0.0, 172.5234375
1745468517.6910634, 0.0, 172.5234375
1745468517.6920521, 0.0, 172.5234375
1745468517.7034829, 0.0, 172.5234375
1745468517.7189126, 0.0, 172.5234375
1745468517.719389, 0.0, 172.5234375
1745468517.720381, 0.0, 172.5234375
1745468517.7226102, 0.0, 172.5234375
1745468517.7317832, 0.0, 172.5234375
1745468517.7332754, 0.0, 172.5234375
1745468517.7525556, 0.0, 172.5234375
1745468517.7540493, 0.0, 172.5234375
1745468517.7540493, 0.0, 172.5234375
1745468517.754542, 0.0, 172.5234375
1745468517.7575173, 0.0, 172.5234375
1745468517.7580135, 0.0, 172.5234375
1745468517.7590203, 0.0, 172.5234375
1745468517.7599974, 0.0, 172.5234375
1745468517.7663229, 0.0, 172.5234375
1745468517.7688031, 0.0, 172.5234375
1745468517.7702951, 0.0, 172.5234375
1745468517.7707875, 0.0, 172.5234375
1745468517.7712831, 0.0, 172.5234375
1745468517.7727711, 0.0, 172.5234375
1745468517.7742631, 0.0, 172.5234375
1745468517.7931197, 0.0, 172.5234375
1745468517.7958086, 0.0, 172.5234375
1745468517.7968016, 0.0, 172.5234375
1745468517.8016272, 0.0, 172.5234375
1745468517.8026211, 0.0, 172.5234375
1745468517.8148184, 0.0, 172.5234375
1745468517.829847, 0.0, 172.5234375
1745468517.8308475, 0.0, 172.5234375
1745468517.8313406, 0.0, 172.5234375
1745468517.833823, 0.0, 172.5234375
1745468517.842685, 0.0, 172.5234375
1745468517.844177, 0.0, 172.5234375
1745468517.8632197, 0.0, 172.5234375
1745468517.865199, 0.0, 172.5234375
1745468517.8656979, 0.0, 172.5234375
1745468517.8661914, 0.0, 172.5234375
1745468517.8686707, 14.3, 172.5234375
1745468517.8691673, 14.3, 172.5234375
1745468517.8696635, 14.3, 172.5234375
1745468517.870655, 14.3, 172.5234375
1745468517.8771071, 16.6, 172.5234375
1745468517.8801403, 16.6, 172.5234375
1745468517.8811657, 16.6, 172.5234375
1745468517.88163, 16.6, 172.5234375
1745468517.882126, 16.6, 172.5234375
1745468517.8835776, 28.4, 172.5234375
1745468517.8850973, 28.4, 172.5234375
1745468517.9037042, 28.7, 172.5234375
1745468517.9066837, 33.6, 172.5234375
1745468517.90768, 33.6, 172.5234375
1745468517.9122999, 33.6, 172.5234375
1745468517.9133463, 33.6, 172.5234375
1745468517.9256606, 49.9, 172.5234375
1745468517.9402862, 49.9, 172.5234375
1745468517.9412832, 49.9, 172.5234375
1745468517.9417818, 49.9, 172.5234375
1745468517.9443285, 49.9, 172.5234375
1745468517.9537692, 67.2, 172.5234375
1745468517.9552534, 67.2, 172.5234375
1745468517.9737384, 49.9, 172.5234375
1745468517.9757226, 49.9, 172.5234375
1745468517.9762435, 56.8, 172.5234375
1745468517.97721, 56.8, 172.5234375
1745468517.9791942, 56.8, 172.5234375
1745468517.9801855, 56.8, 172.5234375
1745468517.980682, 56.8, 172.5234375
1745468517.9816744, 56.8, 172.5234375
1745468517.9876251, 49.9, 172.5234375
1745468517.9906015, 49.9, 172.5234375
1745468517.9915946, 43.0, 172.5234375
1745468517.9925854, 43.0, 172.5234375
1745468517.9930835, 43.0, 172.5234375
1745468517.9945695, 43.0, 172.5234375
1745468517.9960582, 43.0, 172.5234375
1745468518.0144095, 33.2, 172.5234375
1745468518.0173852, 33.2, 172.5234375
1745468518.0183787, 33.2, 172.5234375
1745468518.0228417, 28.7, 172.5234375
1745468518.0238333, 28.7, 172.5234375
1745468518.036234, 33.6, 172.5234375
1745468518.0511146, 16.6, 172.5234375
1745468518.0516114, 16.6, 172.5234375
1745468518.0526018, 16.6, 172.5234375
1745468518.0550828, 14.2, 172.5234375
1745468518.0650027, 16.6, 172.5234375
1745468518.065994, 16.6, 172.5234375
1745468518.0843916, 0.0, 172.5234375
1745468518.0861778, 0.0, 172.5234375
1745468518.0871754, 0.0, 172.5234375
1745468518.0881639, 0.0, 172.5234375
1745468518.0896518, 0.0, 172.5234375
1745468518.0911434, 0.0, 172.5234375
1745468518.0916364, 0.0, 172.5234375
1745468518.092131, 0.0, 172.5234375
1745468518.0984037, 0.0, 172.5234375
1745468518.101451, 0.0, 172.5234375
1745468518.1024437, 0.0, 172.5234375
1745468518.1034353, 0.0, 172.5234375
1745468518.1039312, 0.0, 172.5234375
1745468518.1054192, 0.0, 172.5234375
1745468518.106911, 0.0, 172.5234375
1745468518.1257694, 0.0, 172.5234375
1745468518.1282742, 0.0, 172.5234375
1745468518.129266, 0.0, 172.5234375
1745468518.1337695, 0.0, 172.5234375
1745468518.1347616, 0.0, 172.5234375
1745468518.146724, 0.0, 172.5234375
1745468518.1615968, 0.0, 172.5234375
1745468518.162096, 0.0, 172.5234375
1745468518.163087, 0.0, 172.5234375
1745468518.1660628, 0.0, 172.5234375
1745468518.1758735, 0.0, 172.5234375
1745468518.1768548, 0.0, 172.5234375
1745468518.1953058, 0.0, 172.5234375
1745468518.1965175, 0.0, 172.5234375
1745468518.198009, 0.0, 172.5234375
1745468518.199498, 0.0, 172.5234375
1745468518.200493, 0.0, 172.5234375
1745468518.2024732, 0.0, 172.5234375
1745468518.2029698, 0.0, 172.5234375
1745468518.203466, 0.0, 172.5234375
1745468518.209291, 0.0, 172.5234375
1745468518.212267, 0.0, 172.5234375
1745468518.2132635, 0.0, 172.5234375
1745468518.2137609, 0.0, 172.5234375
1745468518.2147472, 0.0, 172.5234375
1745468518.2157388, 0.0, 172.5234375
1745468518.2178583, 0.0, 172.5234375
1745468518.2367492, 0.0, 172.5234375
1745468518.2387373, 0.0, 172.5234375
1745468518.2397335, 0.0, 172.5234375
1745468518.244818, 0.0, 172.5234375
1745468518.2453146, 0.0, 172.5234375
1745468518.2574346, 0.0, 172.5234375
1745468518.2726884, 0.0, 172.5234375
1745468518.2731857, 14.3, 172.5234375
1745468518.2736812, 14.3, 172.5234375
1745468518.276584, 14.3, 172.5234375
1745468518.286378, 16.8, 172.5234375
1745468518.2874103, 16.8, 172.5234375
1745468518.3060725, 14.2, 172.5234375
1745468518.3070667, 14.2, 172.5234375
1745468518.3090448, 14.2, 172.5234375
1745468518.310036, 14.2, 172.5234375
1745468518.3113692, 16.6, 172.5234375
1745468518.3133974, 16.6, 172.5234375
1745468518.3143914, 16.6, 172.5234375
1745468518.3148892, 16.6, 172.5234375
1745468518.3203297, 14.3, 172.5234375
1745468518.3226037, 14.3, 172.5234375
1745468518.324089, 14.3, 172.5234375
1745468518.3245835, 14.3, 172.5234375
1745468518.325575, 14.3, 172.5234375
1745468518.3265672, 16.8, 172.5234375
1745468518.328551, 16.8, 172.5234375
1745468518.3471854, 16.6, 172.5234375
1745468518.3491712, 16.6, 172.5234375
1745468518.3501632, 16.6, 172.5234375
1745468518.356055, 14.2, 172.5234375
1745468518.3565073, 14.2, 172.5234375
1745468518.3683274, 14.3, 172.5234375
1745468518.3837173, 0.0, 172.5234375
1745468518.3842416, 0.0, 172.5234375
1745468518.3847115, 0.0, 172.5234375
1745468518.387714, 0.0, 172.5234375
1745468518.3972032, 0.0, 172.5234375
1745468518.3981955, 0.0, 172.5234375
1745468518.4166236, 0.0, 172.5234375
1745468518.4191763, 0.0, 172.5234375
1745468518.4201734, 0.0, 172.5234375
1745468518.4206645, 0.0, 172.5234375
1745468518.4221528, 0.0, 172.5234375
1745468518.4246368, 0.0, 172.5234375
1745468518.425129, 0.0, 172.5234375
1745468518.4261215, 0.0, 172.5234375
1745468518.431306, 0.0, 172.5234375
1745468518.4332905, 0.0, 172.5234375
1745468518.4347825, 0.0, 172.5234375
1745468518.4357698, 0.0, 172.5234375
1745468518.4362662, 0.0, 172.5234375
1745468518.437258, 0.0, 172.5234375
1745468518.4392467, 0.0, 172.5234375
1745468518.4576526, 0.0, 172.5234375
1745468518.4595983, 0.0, 172.5234375
1745468518.46059, 0.0, 172.5234375
1745468518.466572, 0.0, 172.5234375
1745468518.4675677, 0.0, 172.5234375
1745468518.479488, 0.0, 172.5234375
1745468518.4944396, 0.0, 172.5234375
1745468518.4949389, 0.0, 172.5234375
1745468518.4954348, 0.0, 172.5234375
1745468518.498679, 0.0, 172.5234375
1745468518.5084102, 0.0, 172.5234375
1745468518.5093985, 0.0, 172.5234375
1745468518.5275037, 0.0, 172.5234375
1745468518.5298488, 0.0, 172.5234375
1745468518.5313423, 0.0, 172.5234375
1745468518.5318358, 0.0, 172.5234375
1745468518.5333228, 0.0, 172.5234375
1745468518.535359, 0.0, 172.5234375
1745468518.5358605, 0.0, 172.5234375
1745468518.5368516, 0.0, 172.5234375
1745468518.5418355, 0.0, 172.5234375
1745468518.5443177, 0.0, 172.5234375
