timestamp,status_code,response_time
1745468062.4371831,200,8.931159973144531
1745468062.505133,200,8.433103561401367
1745468062.5993717,200,21.327733993530273
1745468062.947068,200,8.431434631347656
1745468063.0130365,200,6.943702697753906
1745468063.1087663,200,8.434057235717773
1745468063.4546766,200,6.944894790649414
1745468063.5217836,200,8.435249328613281
1745468063.6191754,200,9.420633316040039
1745468063.9635327,200,7.438182830810547
1745468064.0315466,200,8.431673049926758
1745468064.1275177,200,7.436037063598633
1745468064.4728727,200,8.92782211303711
1745468064.540322,200,7.933855056762695
1745468064.6368566,200,7.936239242553711
1745468064.9822154,200,7.936239242553711
1745468065.0494783,200,8.43191146850586
1745468065.1454916,200,7.935523986816406
1745468065.4902756,200,6.944894790649414
1745468065.5582154,200,7.937192916870117
1745468065.6541412,200,7.937192916870117
1745468065.999683,200,8.926868438720703
1745468066.06686,200,7.936716079711914
1745468066.1643586,200,8.923768997192383
1745468066.5098937,200,9.425163269042969
1745468066.5763142,200,8.433103561401367
1745468066.6738794,200,8.92329216003418
1745468067.0309193,200,20.02239227294922
1745468067.085062,200,7.935285568237305
1745468067.1830792,200,8.431196212768555
1745468067.5403924,200,8.432149887084961
1745468067.5952406,200,9.42540168762207
1745468067.692341,200,8.42738151550293
1745468068.049707,200,8.42738151550293
1745468068.104586,200,8.432388305664062
1745468068.2008119,200,7.441997528076172
1745468068.5598938,200,9.422779083251953
1745468068.613104,200,7.4405670166015625
1745468068.7099218,200,7.935762405395508
1745468069.070336,200,9.42373275756836
1745468069.1461866,200,32.3491096496582
1745468069.2195475,200,8.923768997192383
1745468069.5784323,200,6.942987442016602
1745468069.6562672,200,9.426593780517578
1745468069.7298663,200,9.409666061401367
1745468070.0878377,200,7.935285568237305
1745468070.1653998,200,8.433341979980469
1745468070.2396219,200,8.926630020141602
1745468070.5977535,200,8.927345275878906
1745468070.6745813,200,7.9326629638671875
1745468070.7483666,200,7.9364776611328125
1745468071.1076932,200,9.423971176147461
1745468071.1860247,200,10.91313362121582
1745468071.256844,200,7.936239242553711
1745468071.617943,200,8.928775787353516
1745468071.6965044,200,9.920120239257812
1745468071.768709,200,10.415792465209961
1745468072.1275039,200,8.925676345825195
1745468072.2215462,200,24.304866790771484
1745468072.280572,200,11.406660079956055
1745468072.6386569,200,10.418176651000977
1745468072.7331963,200,10.911226272583008
1745468072.7917242,200,9.92441177368164
1745468073.170675,200,31.265735626220703
1745468073.2434406,200,8.928537368774414
1745468073.3034534,200,10.910987854003906
1745468073.6824992,200,10.912179946899414
1745468073.7542963,200,9.915590286254883
1745468073.8151677,200,11.403799057006836
1745468074.1951218,200,11.404037475585938
1745468074.2649224,200,9.919404983520508
1745468074.32674,200,10.913848876953125
1745468074.709667,200,13.393402099609375
1745468074.775138,200,8.926868438720703
1745468074.836271,200,8.929014205932617
1745468075.2205284,200,10.414838790893555
1745468075.2860007,200,10.41555404663086
1745468075.3465145,200,9.423494338989258
1745468075.729606,200,8.432388305664062
1745468075.7951343,200,8.433818817138672
1745468075.8596172,200,11.899709701538086
1745468076.2388256,200,8.431196212768555
1745468076.307206,200,11.409759521484375
1745468076.37218,200,11.408329010009766
1745468076.7501504,200,10.41555404663086
1745468076.8181026,200,10.414838790893555
1745468076.8855584,200,12.398004531860352
1745468077.2629511,200,11.402606964111328
1745468077.3299112,200,10.912418365478516
1745468077.3958774,200,9.422779083251953
1745468077.7749455,200,11.406660079956055
1745468077.8419058,200,10.912418365478516
1745468077.909858,200,12.897253036499023
1745468078.2861972,200,10.41102409362793
1745468078.3561344,200,12.89677619934082
1745468078.4225974,200,11.903762817382812
1745468078.811957,200,25.29430389404297
1745468078.867014,200,10.412931442260742
1745468078.9369502,200,13.392210006713867
1745468079.3264494,200,13.391971588134766
1745468079.3785298,200,10.41555404663086
1745468079.4514513,200,13.401508331298828
1745468079.842084,200,14.880895614624023
1745468079.8897,200,10.416746139526367
1745468079.9675734,200,15.377998352050781
1745468080.3564363,200,13.39268684387207
1745468080.4045494,200,13.889789581298828
1745468080.4789476,200,10.413885116577148
1745468080.8702917,200,12.896060943603516
1745468080.920884,200,15.376091003417969
1745468080.9967723,200,16.86382293701172
1745468081.3847694,200,13.392210006713867
1745468081.4363537,200,14.880180358886719
1745468081.5112507,200,13.888359069824219
1745468081.899393,200,13.392210006713867
1745468081.9524658,200,15.375375747680664
1745468082.0288498,200,16.865015029907227
1745468082.4129183,200,12.896299362182617
1745468082.4669824,200,13.392448425292969
1745468082.5448554,200,15.377521514892578
1745468082.927766,200,13.888120651245117
1745468082.996711,200,28.766870498657227
1745468083.0606947,200,14.877557754516602
1745468083.4385958,200,10.420083999633789
1745468083.514484,200,16.36791229248047
1745468083.5799558,200,18.846750259399414
1745468083.9562402,200,16.863584518432617
1745468084.0326245,200,17.360210418701172
1745468084.1010735,200,20.336151123046875
1745468084.470096,200,12.896060943603516
1745468084.551451,200,17.361879348754883
1745468084.6179042,200,15.872001647949219
1745468084.9899049,200,19.34337615966797
1745468085.0662894,200,14.383792877197266
1745468085.1362243,200,17.359018325805664
1745468085.5057445,200,14.385223388671875
1745468085.5846086,200,17.35854148864746
1745468085.6520646,200,14.878273010253906
1745468086.0200973,200,13.887643814086914
1745468086.1009443,200,15.871524810791016
1745468086.1738567,200,20.83134651184082
1745468086.5394087,200,17.855405807495117
1745468086.6207526,200,19.341707229614258
1745468086.694162,200,19.344329833984375
1745468087.058225,200,18.35155487060547
1745468087.140563,200,18.84913444519043
1745468087.2100017,200,14.880895614624023
1745468087.5750575,200,16.367673873901367
1745468087.6633456,200,21.824359893798828
1745468087.7312982,200,20.832300186157227
1745468088.1003225,200,24.798870086669922
1745468088.1781933,200,13.886213302612305
1745468088.250116,200,17.858028411865234
1745468088.6320333,200,30.75122833251953
1745468088.6950262,200,15.871524810791016
1745468088.7699218,200,18.847227096557617
1745468089.1582897,200,25.290727615356445
1745468089.2212818,200,25.29621124267578
1745468089.2941937,200,22.815465927124023
1745468089.6761138,200,16.863584518432617
1745468089.7415867,200,19.344091415405273
1745468089.8214498,200,26.791810989379883
1745468090.2078269,200,31.24856948852539
1745468090.257922,200,15.375137329101562
1745468090.355139,200,32.736778259277344
1745468090.7291234,200,20.337343215942383
1745468090.7807074,200,21.327972412109375
1745468090.874451,200,18.352508544921875
1745468091.2479384,200,17.360210418701172
1745468091.2995224,200,18.35179328918457
1745468091.3972347,200,21.82459831237793
1745468091.767747,200,18.84603500366211
1745468091.8347065,200,33.72669219970703
1745468091.915059,200,16.864299774169922
1745468092.2974746,200,29.264211654663086
1745468092.360963,200,25.792598724365234
1745468092.4403229,200,24.799823760986328
1745468092.8316677,200,33.23245048522949
1745468092.8896992,200,27.760744094848633
1745468092.9715393,200,30.25531768798828
1745468093.3599072,200,27.278661727905273
1745468093.4184353,200,28.27143669128418
1745468093.4943237,200,21.329164505004883
1745468093.8777318,200,16.864299774169922
1745468093.948164,200,28.768301010131836
1745468094.0180998,200,23.311614990234375
1745468094.398531,200,19.838571548461914
1745468094.466484,200,17.85445213317871
1745468094.546836,200,27.776241302490234
1745468094.932727,200,33.233642578125
1745468094.9897642,200,22.319793701171875
1745468095.0973961,200,50.0950813293457
1745468095.4530284,200,18.847942352294922
1745468095.5155246,200,25.296688079833984
1745468095.622165,200,23.805856704711914
1745468095.996148,200,42.15884208679199
1745468096.0402935,200,23.809194564819336
1745468096.1523886,200,29.759645462036133
1745468096.5253808,200,28.768301010131836
1745468096.5680358,200,26.782512664794922
1745468096.6682281,200,14.879941940307617
1745468097.0446944,200,17.85445213317871
1745468097.1052046,200,36.208152770996094
1745468097.186549,200,17.360448837280273
1745468097.5664861,200,21.32892608642578
1745468097.6398926,200,33.72764587402344
1745468097.7197483,200,32.23776817321777
1745468098.0972064,200,30.256986618041992
1745468098.1919405,200,51.085710525512695
1745468098.2603893,200,40.1768684387207
1745468098.6125488,200,14.383792877197266
1745468098.7216694,200,28.2745361328125
1745468098.7836688,200,22.319555282592773
1745468099.135831,200,22.32050895690918
1745468099.25735,200,35.2168083190918
1745468099.3138947,200,29.262781143188477
1745468099.6586137,200,21.82292938232422
1745468099.7712052,200,12.895822525024414
1745468099.8525505,200,37.69564628601074
1745468100.1947894,200,35.216331481933594
1745468100.2900221,200,17.856597900390625
1745468100.3827744,200,29.75940704345703
1745468100.7294776,200,33.72764587402344
1745468100.814295,200,22.815465927124023
1745468100.9258945,200,42.1605110168457
1745468101.2577178,200,27.279138565063477
1745468101.341543,200,26.289701461791992
1745468101.4675276,200,40.67349433898926
1745468101.7844698,200,25.79212188720703
1745468101.8702786,200,28.27286720275879
1745468102.0071738,200,38.687705993652344
1745468102.314198,200,29.263973236083984
